"ID";"ARTICLE";"SECTION_NAME";"NAME";"DESCRIPTION";"PRICE";"URL";"SALES";"PREORDER"
"65792";"nsv0043341";"Водонагреватели";"Проточный электрический водонагреватель-кран Oasis KP-P";"проточный, электричество, 37x17x7 см";"91.65 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/oasis-kp-p/";"N";"N"
"65793";"nsv0043564";"Водонагреватели";"Водонагреватель Oasis EP-3";"проточный, электричество, 3 кВт, 43x16x6 см";"174.46 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/oasis-ep-3/";"N";"N"
"65794";"fe129629-b554-11eb-8156-005056010333";"Зарядное для телефона";"АЗУ Atomic C240T 2USB 3.4A с кабелем Type-c, черный";"3.4A, 2USB, кабель разъемом&amp;nbsp;&amp;nbsp;Type C&amp;nbsp;&amp;nbsp;длиной 100 см,компактный размер, корпус из материала PC, интелектуальное разделение заряда между устройствами, картонно-блистерная упаковка, цвет черный, гарантия 24 месяца &lt;br /&gt;
";"15.90 BYN";"/catalog/avtomobilnye-tovary/avtoaksessuary/zaryadnoe_dlya_telefona/azu-atomic-c240t-2usb-3-4a-s-kabelem-type-c-chernyj/";"Y";"N"
"65818";"94bf9650-b554-11eb-8156-005056010333";"Зарядное для телефона";"АЗУ Atomic C240M 2USB 3.4A с кабелем micro-USB, черный";"3.4A, 2USB, кабель разъемом&amp;nbsp;&amp;nbsp;microUSB&amp;nbsp;&amp;nbsp;длиной 100 см,компактный размер, корпус из материала PC, интелектуальное разделение заряда между устройствами, картонно-блистерная упаковка, цвет черный, гарантия 24 месяца &lt;br /&gt;
";"24.00 BYN";"/catalog/avtomobilnye-tovary/avtoaksessuary/zaryadnoe_dlya_telefona/azu-atomic-c240m-2usb-3-4a-s-kabelem-micro-usb-chernyj/";"N";"N"
"65819";"88ebeeed-b552-11eb-8156-005056010333";"Зарядное для телефона";"АЗУ Atomic C240 2USB 3.4A, черный";"3.4A, 2USB ,компактный размер, корпус из материала PC, интелектуальное разделение заряда между устройствами, картонно-блистерная упаковка, цвет черный, гарантия 24 месяца &lt;br /&gt;
";"19.90 BYN";"/catalog/avtomobilnye-tovary/avtoaksessuary/zaryadnoe_dlya_telefona/azu-atomic-c240-2usb-3-4a-chernyj/";"N";"N"
"65821";"c6293ddb-b54a-11eb-8156-005056010333";"Зарядные устройства";"СЗУ Atomic U150 3A 18W (быстрая зарядка QC 3.0) USB-A, черный";"USB-A QC3.0, 18W с технологией быстрой зарядки Quick Charge QC3.0 / QC2.0 / FCP / AFC, корпус из термостойкого пластика &amp;#40;РС&amp;#41;, гарантия 24 месяца&lt;br /&gt;
";"17.90 BYN";"/catalog/aksessuary/zaryadnye-ustroystva/szu-atomic-u150-3a-18w-bystraja-zarjadka-qc-3-0-usb-a-chernyj/";"Y";"N"
"65824";"nsv0043382";"Водонагреватели";"Водонагреватель Ariston PRO1 ECO ABS PW 150 V";"накопительный, электричество, 150 л, 2.5 кВт, 314 мин, 128.3x45x47 см";"1062.62 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/ariston-pro1-eco-abs-pw-150-v/";"N";"N"
"65829";"nsv0043416";"Водонагреватели";"Накопительный электрический водонагреватель Edisson ES 30 V";"накопительный, электричество, 30 л, 1.5 кВт, 50.1x36.5x37.8 см";"272.60 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/edisson-es-30-v/";"N";"N"
"65832";"nsv0043340";"Водонагреватели";"Проточный электрический водонагреватель-кран Electrolux Taptronic (белый)";"проточный, электричество, 3.3 кВт, 38x11.5x23.5 см";"130.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-taptronic-belyj/";"N";"N"
"65833";"nsv0043338";"Водонагреватели";"Водонагреватель Electrolux Taptronic (черный)";"проточный, электричество, 3.3 кВт, 38x11.5x23.5 см";"134.81 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-taptronic-chernyj/";"Y";"N"
"65839";"nsv0043578";"Водонагреватели";"Проточный электрический водонагреватель кран+душ Zanussi 3-logic 3,5 TS";"проточный, электричество, 3.5 кВт, 27x13.5x10 см";"109.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/protochnyj-elektricheskij-vodonagrevatel-kran-plus-dush-zanussi-3-logic-3-5-ts/";"Y";"N"
"65842";"nsv0043336";"Водонагреватели";"Водонагреватель Ariston BLU1 ECO ABS PW 100 V";"накопительный, электричество, 100 л";"868.64 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/ariston-blu1-eco-abs-pw-100-v/";"N";"N"
"65878";"nsv0043339";"Водонагреватели";"Водонагреватель Electrolux Taptronic S";"проточный, электричество, 3.3 кВт, 22x10.5x18.5 см";"205.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-taptronic-s/";"Y";"N"
"65888";"nsv0043380";"Водонагреватели";"Водонагреватель Ariston Lydos R ABS 50 V";"накопительный, электричество, 50 л, 1.5 кВт, 116 мин, 55.3x45x48 см";"667.34 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/ariston-lydos-r-abs-50-v/";"N";"N"
"65899";"nsv0043428";"Водонагреватели";"Накопительный электрический водонагреватель Electrolux EWH 30 Trend";"накопительный, электричество, 30 л, 1.5 кВт, 96 мин, 57.8x34x35.8 см";"393.35 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-ewh-30-trend/";"N";"N"
"65916";"nsv0043506";"Водонагреватели";"Накопительный электрический водонагреватель Thermex Thermo 30 V Slim";"накопительный, электричество, 30 л, 2.5 кВт, 36 мин, 49.2x36.5x37.8 см";"385.76 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/thermex-thermo-30-v-slim/";"N";"N"
"65917";"nsv0043510";"Водонагреватели";"Накопительный электрический водонагреватель Thermex TitaniumHeat 80 H";"накопительный, электричество, 80 л, 1.5 кВт, 170 мин, 52.7x44.5x45.9 см";"472.87 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/thermex-titaniumheat-80-h/";"N";"N"
"65932";"7f2fdd67-b556-11eb-8156-005056010333";"Зарядные устройства";"СЗУ Atomic U500 2USB-A 2.1A с кабелем Lightning, белый";"2.1A, 2 порта USB, мощность 10.5Вт, интеллектуальное разделение заряда между устройствами Smart IC, корпус из термостойкого полимера &amp;#40;РС&amp;#41;. Кабель в комплекте: Lightning - USB-A, 2.1A, PVC, 100 см. 24 месяца гарантия&lt;br /&gt;
";"15.90 BYN";"/catalog/aksessuary/zaryadnye-ustroystva/szu-atomic-u500-2usb-a-2-1a-s-kabelem-lightning-belyj/";"Y";"N"
"65933";"a677c889-b54a-11eb-8156-005056010333";"Зарядные устройства";"СЗУ Atomic U150 3A 18W (быстрая зарядка QC 3.0) USB-A, белый";"USB-A QC3.0, 18W с технологией быстрой зарядки Quick Charge QC3.0 / QC2.0 / FCP / AFC, корпус из термостойкого пластика &amp;#40;РС&amp;#41;, гарантия 24 месяца&lt;br /&gt;
";"17.90 BYN";"/catalog/aksessuary/zaryadnye-ustroystva/szu-atomic-u150-3a-18w-bystraja-zarjadka-qc-3-0-usb-a-belyj/";"Y";"N"
"66015";"nsv0043696";"Палатки";"Палатка Totem Catawba 4 V2";"кемпинговая, весна/лето/осень, 4-местная, 2 входа, 1 комната, противомоскитная сетка, тамбур, штормовые оттяжки";"453.75 BYN";"/catalog/otdykh-i-turizm/palatki/totem-catawba-4-v2/";"N";"N"
"66021";"nsv0043702";"Палатки";"Палатка TRAMP Anaconda 4 v2";"кемпинговая, весна/лето/осень, 4-местная, 3 входа, 1 комната, противомоскитная сетка, тамбур, штормовые оттяжки";"830.02 BYN";"/catalog/otdykh-i-turizm/palatki/tramp-anaconda-4-v2/";"Y";"N"
"66023";"nsv0043704";"Палатки";"Палатка TRAMP Lite Camp 3";"треккинговая, весна/лето/осень, 3-местная, 2 входа, 1 комната, противомоскитная сетка, тамбур, штормовые оттяжки";"399.22 BYN";"/catalog/otdykh-i-turizm/palatki/tramp-lite-camp-3/";"N";"N"
"66031";"nsv0043712";"Палатки";"Палатка TRAMP Sphinx v2";"кемпинговая, зима/весна/лето/осень, 4-местная, 1 вход, 1 комната, противомоскитная сетка, тамбур, штормовые оттяжки";"923.00 BYN";"/catalog/otdykh-i-turizm/palatki/tramp-sphinx-v2/";"N";"N"
"66205";"nsv0043788";"Беспроводные и портативные колонки";"Беспроводная колонка JBL Clip 4 (зеленый)";"5 Вт, питание от аккумулятора, Bluetooth 5.1";"292.59 BYN";"/catalog/audiotekhnika/bluetooth_kolonki/jbl-clip-4-zelenyj/";"N";"N"
"66212";"nsv0043805";"Беспроводные и портативные колонки";"Беспроводная колонка JBL Go 3 (красный)";"4.2 Вт, питание: аккумулятор, Bluetooth, цвет красный";"187.24 BYN";"/catalog/audiotekhnika/bluetooth_kolonki/jbl-go-3-krasnyj/";"Y";"N"
"66250";"nsv0043744";"Наушники";"Наушники JBL Tune 500 (черный)";"наушники с микрофоном, портативные, складные, оформление закрытое, излучатель 32 мм, 20-20000 Гц, 32 Ом, кабель 1.2 м";"125.00 BYN";"/catalog/audiotekhnika/naushniki/jbl-tune-500-chernyj/";"N";"N"
"66252";"nsv0043824";"Наушники";"Наушники JBL T660 NC (синий)";"наушники с микрофоном, накладные, портативные, Bluetooth 5.0, 20-20000 Гц, поворотные чашки/складное оголовье, быстрая зарядка, время работы 55 ч";"369.00 BYN";"/catalog/audiotekhnika/naushniki/jbl-t660-nc-sinij/";"N";"N"
"66302";"nsv0043854";"Кронштейны для ТВ";"Кронштейн Kromax OPTIMA-406 (серый)";"настенный кронштейн для ЖК-телевизора/для ЖК-монитора 22-65&quot;, наклон 15°, поворот 180°, цвет темно-серый";"100.10 BYN";"/catalog/televizory-i-videotekhnika/kronshtejny-dlja-tv/kromax-optima-406-seryj/";"Y";"N"
"66507";"nsv0044033";"Микроволновые печи";"Микроволновая печь Midea MM720CFB";"свободностоящее исполнение, микроволны (соло), объем 20 л, выходная мощность микроволн 700 Вт, управление механическое, цвет белый";"206.47 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/midea-mm720cfb/";"Y";"N"
"66509";"nsv0044043";"Пылесосы";"Пылесос Arnica Tria Pro (фиолетовый)";"вертикальный 2-в-1, пылесборник: контейнер, мощность всасывания: 300 Вт, потребление: 1500 Вт, без регулировки мощности";"295.20 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/arnica-tria-pro-fioletovyj/";"N";"N"
"66510";"nsv0044045";"Пылесосы";"Пылесос Deerma DX115C (черный)";"вертикальный 2-в-1, пылесборник: контейнер, мощность всасывания: 200 Вт, потребление: 600 Вт, без регулировки мощности, шум 70 дБ";"100.04 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/deerma-dx115c/";"Y";"N"
"66512";"nsv0044055";"Пылесосы";"Пылесос Kitfort KT-586-1";"вертикальный 2-в-1, пылесборник: контейнер, потребление: 600 Вт, без регулировки мощности, шум 75 дБ";"142.78 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/kitfort-kt-586-1/";"N";"N"
"66513";"nsv0044056";"Пылесосы";"Пылесос Kitfort KT-586-2";"вертикальный 2-в-1, пылесборник: контейнер, потребление: 600 Вт, без регулировки мощности, шум 75 дБ";"135.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/kitfort-kt-586-2/";"Y";"N"
"66516";"nsv0044077";"Пылесосы";"Пылесос Einhell TE-VC 2230 SA";"хозяйственный, пылесборник: мешок+контейнер, потребление: 1150 Вт, без регулировки мощности, шум 74 дБ";"783.51 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/einhell-te-vc-2230-sa/";"Y";"N"
"66520";"nsv0044088";"Пылесосы";"Пылесос Arnica Bora 7000 Premium";"с аквафильтром, пылесборник: аквафильтр, мощность всасывания: 420 Вт, потребление: 2400 Вт, регулировка мощности на корпусе, турбощетка";"1044.27 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/arnica-bora-7000-premium/";"N";"N"
"66529";"nsv0043946";"Вентиляторы и охладители воздуха";"Вентилятор Sencor SFE 3040SL";"осевой, настольный, мощность 35 Вт, 3 скорости, управление механическое, лопасти 30 см, питание: сеть";"161.00 BYN";"/catalog/klimaticheskaja-tekhnika/ventiljatory/sencor-sfe-3040sl/";"N";"N"
"66538";"nsv0044010";"Микроволновые печи";"Микроволновая печь Electrolux KMFE264TEW";"встраиваемое исполнение, микроволны (соло), объем 26 л, выходная мощность микроволн 900 Вт, управление сенсорное, автоприготовление, авторазмораживание, цвет белый";"2664.36 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/electrolux-kmfe264tew/";"N";"N"
"66554";"nsv0044044";"Пылесосы";"Пылесос Brayer BR4261";"вертикальный 2-в-1, пылесборник: контейнер, мощность всасывания: 80 Вт, потребление: 135 Вт, регулировка мощности на ручке, турбощетка";"425.58 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/brayer-br4261/";"Y";"N"
"66580";"nsv0043968";"Вентиляторы и охладители воздуха";"Вентилятор Electrolux EFF-1004i";"осевой, напольный, мощность 55 Вт, 6 скоростей, управление электронное, таймер, пульт ДУ, лопасти 40 см, питание: сеть";"199.00 BYN";"/catalog/klimaticheskaja-tekhnika/ventiljatory/electrolux-eff-1004i/";"N";"N"
"66582";"nsv0043972";"Настольные плиты";"Настольная плита Sencor SCP 2254BK";"электрическая плита, 2 конфорки, 2250 Вт, 48x28x8.2 см";"169.00 BYN";"/catalog/krupnaja-tekhnika-dlja-kukhni/nastolnye-plity/sencor-scp-2254bk/";"N";"N"
"66596";"nsv0044014";"Микроволновые печи";"Микроволновая печь LG MW25R35GIS";"свободностоящее исполнение, микроволны (соло), объем 25 л, выходная мощность микроволн 1000 Вт, управление сенсорное, автоприготовление, авторазмораживание, цвет черный";"549.72 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/lg-mw25r35gis/";"Y";"N"
"66597";"nsv0044016";"Микроволновые печи";"Микроволновая печь MAUNFELD MBMO.20.8GB";"встраиваемое исполнение, микроволны и гриль, объем 20 л, выходная мощность микроволн 800 Вт, управление сенсорное, автоприготовление, авторазмораживание, цвет черный";"869.00 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/maunfeld-mbmo-20-8gb/";"N";"N"
"66605";"nsv0044041";"Пылесосы";"Пылесос Arnica Merlin Pro (голубой)";"вертикальный 2-в-1, пылесборник: контейнер, мощность всасывания: 250 Вт, потребление: 1000 Вт, без регулировки мощности, шум 84 дБ";"218.94 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/arnica-merlin-pro-goluboj/";"N";"N"
"66606";"nsv0044053";"Пылесосы";"Пылесос Kitfort KT-573 (серый, фиолетовый)";"вертикальный 2-в-1, пылесборник: контейнер, потребление: 150 Вт, регулировка мощности на корпусе, шум 76 дБ, турбощетка";"362.59 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/kitfort-kt-573/";"N";"N"
"66607";"nsv0044057";"Пылесосы";"Пылесос Kitfort KT-586-3";"вертикальный 2-в-1, пылесборник: контейнер, потребление: 600 Вт, без регулировки мощности, шум 75 дБ";"135.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/kitfort-kt-586-3/";"N";"N"
"66611";"nsv0044074";"Автомобильные пылесосы";"Автомобильный пылесос AVS Turbo PA-1020";"150 Вт, объём пылесборника: 0.5 л, режим «Циклон», длина шнура: 4 м, сумка для хранения";"264.45 BYN";"/catalog/avtomobilnye-tovary/avtomobilnye-pylesosy/avs-turbo-pa-1020/";"Y";"N"
"66613";"nsv0044078";"Пылесосы";"Пылесос Fubag WD 5SP (серый, красный)";"хозяйственный, пылесборник: мешок+контейнер, потребление: 1400 Вт, без регулировки мощности";"522.75 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/fubag-wd-5sp/";"Y";"N"
"66615";"nsv0044087";"Пылесосы";"Пылесос Arnica Bora 5000 (красный) [ET11132]";"с аквафильтром, пылесборник: аквафильтр, мощность всасывания: 350 Вт, потребление: 2400 Вт, регулировка мощности на корпусе, турбощетка";"864.69 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/arnica-bora-5000-krasnyj-et11132/";"N";"N"
"66636";"nsv0043985";"Фены";"Фен Sencor SHS 7551RD";"1000 Вт, ионизация, красный/черный";"119.00 BYN";"/catalog/tekhnika-dlja-ukhoda-za-volosami-i-telom/feny/sencor-shs-7551rd/";"Y";"N"
"66647";"nsv0044007";"Микроволновые печи";"Микроволновая печь Electrolux EMT25203C";"встраиваемое исполнение, микроволны и гриль, объем 25 л, выходная мощность микроволн 900 Вт, управление сенсорное, автоприготовление, авторазмораживание, цвет кремовый";"1828.86 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/electrolux-emt25203c/";"N";"N"
"66649";"nsv0044013";"Микроволновые печи";"Микроволновая печь LG MS20R42D";"свободностоящее исполнение, микроволны (соло), объем 20 л, выходная мощность микроволн 700 Вт, управление электронное, автоприготовление, авторазмораживание, цвет белый";"375.34 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/lg-ms20r42d/";"Y";"N"
"66654";"nsv0044030";"Микроволновые печи";"Микроволновая печь Comfee CMW207M02W";"свободностоящее исполнение, микроволны (соло), объем 20 л, выходная мощность микроволн 700 Вт, управление механическое, авторазмораживание, цвет белый";"212.40 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/mikrovolnovye-pechi/comfee-cmw207m02w/";"N";"N"
"66660";"nsv0044042";"Пылесосы";"Пылесос Arnica Merlin Pro (фиолетовый)";"вертикальный 2-в-1, пылесборник: контейнер, мощность всасывания: 250 Вт, потребление: 1000 Вт, без регулировки мощности, шум 84 дБ";"206.64 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/arnica-merlin-pro-fioletovyj/";"N";"N"
"66661";"nsv0044046";"Пылесосы";"Пылесос Endever SkyClean VC-286";"вертикальный, пылесборник: контейнер, потребление: 800 Вт, без регулировки мощности";"170.97 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/endever-skyclean-vc-286/";"N";"N"
"66662";"nsv0044049";"Пылесосы";"Пылесос Jimmy Lexy JV51";"вертикальный 2-в-1, пылесборник: контейнер, мощность всасывания: 115 Вт, потребление: 400 Вт, шум 78 дБ, турбощетка";"673.06 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/jimmy-lexy-jv51/";"N";"N"
"66665";"nsv0044073";"Пылесосы";"Пылесос Milwaukee M18 VC2-0";"портативный/хозяйственный, пылесборник: контейнер, без регулировки мощности, шум 70 дБ";"1039.39 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/milwaukee-m18-vc2-0/";"N";"N"
"66667";"nsv0044094";"Пылесосы";"Пылесос Bort BSS-1415-Aqua (черный)";"с аквафильтром, пылесборник: аквафильтр, мощность всасывания: 200 Вт, потребление: 1400 Вт, труба: сталь, регулировка мощности на корпусе, шум 82 дБ";"380.07 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/bort-bss-1415-aqua/";"N";"N"
"66674";"nsv0044122";"Пылесосы";"Пылесос Normann AVC-111 (белый)";"с мешком, пылесборник: мешок, мощность всасывания: 350 Вт, потребление: 1600 Вт, труба: пластик, без регулировки мощности, шум 85 дБ";"145.39 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/normann-avc-111/";"Y";"N"
"66694";"nsv0044070";"Пылесосы";"Пылесос Kitfort KT-594 (темно-серый)";"вертикальный 2-в-1/моющий, пылесборник: контейнер, потребление: 90 Вт, регулировка мощности на ручке, шум 85 дБ, турбощетка";"408.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/kitfort-kt-594/";"N";"N"
"66744";"nsv0044217";"Пылесосы";"Пылесос Philips FC9728/01";"с контейнером, пылесборник: контейнер, мощность всасывания: 400 Вт, потребление: 2000 Вт, регулировка мощности на корпусе, шум 79 дБ";"869.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/philips-fc9728-01/";"N";"N"
"66745";"nsv0044196";"Пылесосы";"Пылесос Philips FC9734/01 (черный, фиолетовый)";"с контейнером, пылесборник: контейнер, мощность всасывания: 470 Вт, потребление: 2100 Вт, регулировка мощности на корпусе, шум 79 дБ, турбощетка";"805.65 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/philips-fc9734-01/";"N";"N"
"66747";"nsv0044353";"Пылесосы";"Пылесос Philips FC9571/01 (черный, фиолетовый)";"с контейнером, пылесборник: контейнер, мощность всасывания: 410 Вт, потребление: 1900 Вт, регулировка мощности на корпусе, шум 82 дБ";"679.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/philips-fc9571-01/";"N";"N"
"66754";"nsv0044252";"Пылесосы";"Пылесос Tefal TW2913EA";"с контейнером, пылесборник: контейнер, мощность всасывания: 300 Вт, потребление: 750 Вт, без регулировки мощности, шум 77 дБ";"535.05 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/tefal-tw2913ea/";"N";"N"
"66756";"nsv0044209";"Пылесосы";"Пылесос Thomas DryBox Amfibia 788596 (черный, голубой)";"моющий, пылесборник: аквафильтр, потребление: 1700 Вт, труба: сталь, регулировка мощности на корпусе";"1699.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/thomas-drybox-amfibia-788596/";"N";"N"
"66761";"nsv0044153";"Пылесосы";"Пылесос Thomas Perfect Air Animal Pure (786527)";"с аквафильтром, пылесборник: аквафильтр, потребление: 1700 Вт, труба: сталь, регулировка мощности на корпусе/на ручке, турбощетка";"1199.00 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/thomas-perfect-air-animal-pure-786527/";"N";"N"
"66763";"nsv0044254";"Пылесосы";"Пылесос Tefal TW2971EA";"с контейнером, пылесборник: контейнер, потребление: 750 Вт, без регулировки мощности, шум 77 дБ";"591.63 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/tefal-tw2971ea/";"Y";"N"
"66772";"nsv0044259";"Пылесосы";"Пылесос Vitek VT-8130 BK";"с контейнером, пылесборник: контейнер, мощность всасывания: 450 Вт, потребление: 2200 Вт, регулировка мощности на корпусе";"359.18 BYN";"/catalog/tekhnika-dlja-uborki/pylesosy/vitek-vt-8130-bk/";"N";"N"
"66802";"nsv0044223";"Утюги";"Утюг Philips GC1742/40";"2000 Вт, с пароувлажнением, постоянная подача пара";"95.00 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/philips-gc1742-40/";"N";"N"
"66817";"nsv0044163";"Утюги";"Утюг Tefal FV2835E0";"2400 Вт, с пароувлажнением, постоянная подача пара";"201.11 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/tefal-fv2835e0/";"N";"N"
"66818";"nsv0044164";"Утюги";"Утюг Tefal FV2837E0";"2400 Вт, с пароувлажнением, постоянная подача пара";"189.21 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/tefal-fv2837e0/";"N";"N"
"66829";"nsv0044249";"Утюги";"Утюг Brayer BR4003";"";"83.04 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/brayer-br4003/";"Y";"N"
"66834";"nsv0044280";"Утюги";"Утюг Holt HT-IR-003 (фиолетовый)";"2400 Вт, с пароувлажнением, постоянная подача пара";"95.21 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/holt-ht-ir-003-fioletovyj/";"N";"N"
"66835";"nsv0044281";"Утюги";"Утюг Holt HT-IR-003 (черный)";"2400 Вт, с пароувлажнением, постоянная подача пара";"95.21 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/holt-ht-ir-003-chernyj/";"N";"N"
"66841";"nsv0044283";"Утюги";"Утюг Normann AIR-507";"2400 Вт, с пароувлажнением, постоянная подача пара";"85.00 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/normann-air-507/";"Y";"N"
"66859";"nsv0044364";"Утюги";"Утюг Sencor SSI 8440GR";"2200 Вт, с пароувлажнением, постоянная подача пара";"119.00 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/sencor-ssi-8440gr/";"Y";"N"
"66860";"nsv0044146";"Утюги";"Утюг Tefal FV6820E0";"2800 Вт, с пароувлажнением, подошва Durilium, постоянная подача пара";"376.04 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/tefal-fv6820e0/";"Y";"N"
"66861";"nsv0044288";"Утюги";"Утюг Tefal FV6824E0";"2800 Вт, с пароувлажнением, подошва Durilium, постоянная подача пара";"276.92 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/tefal-fv6824e0/";"Y";"N"
"66868";"nsv0044213";"Утюги";"Утюг Vitek VT-1257 VT";"2400 Вт, с пароувлажнением, рабочая поверхность: керамика, постоянная подача пара, самоочистка";"114.29 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/vitek-vt-1257-vt/";"N";"N"
"66873";"nsv0044194";"Утюги";"Утюг Vitek VT-1266B";"2400 Вт, с пароувлажнением, рабочая поверхность: керамика, постоянная подача пара";"105.05 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/vitek-vt-1266-b/";"N";"N"
"66890";"nsv0044179";"Утюги";"Утюг Braun TexStyle 3 SI 3041 GR";"2350 Вт, с пароувлажнением, подошва 3D FreeGlide, постоянная подача пара";"161.74 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/braun-texstyle-3-si-3041-gr/";"N";"N"
"66891";"nsv0044309";"Утюги";"Утюг Braun Texstyle 3 SI3042 VI";"2350 Вт, с пароувлажнением, подошва FreeGlide 3D, постоянная подача пара";"172.55 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/braun-texstyle-3-si3042-vi/";"N";"N"
"66892";"nsv0044371";"Утюги";"Утюг Braun Texstyle 3 SI3053 BL";"2400 Вт, с пароувлажнением, подошва FreeGlide 3D, постоянная подача пара";"184.45 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/braun-texstyle-3-si3053-bl/";"N";"N"
"66893";"nsv0044212";"Утюги";"Утюг Braun SI 5037 VI";"2700 Вт, с пароувлажнением, подошва FreeGlide 3D, постоянная подача пара";"236.81 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/braun-si-5037-vi/";"N";"N"
"66894";"nsv0044208";"Утюги";"Утюг Braun TexStyle 7 SI 7042";"2400 Вт, с пароувлажнением, рабочая поверхность: алюминий, постоянная подача пара";"279.65 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/braun-texstyle-7-si-7042/";"N";"N"
"66902";"nsv0044373";"Утюги";"Утюг Tefal FV2838E0";"2400 Вт, с пароувлажнением, подошва Xpress Glide, постоянная подача пара";"199.92 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/tefal-fv2838e0/";"N";"N"
"66906";"nsv0044314";"Утюги";"Утюг Tefal FV6832E0";"2800 Вт, с пароувлажнением, подошва Durilium, постоянная подача пара";"376.04 BYN";"/catalog/tekhnika-dlja-ukhoda-za-odezhdoj/utjugi/tefal-fv6832e0/";"N";"N"
